type,x_0,x_1,x_2,x_3
36,0.06792227923870087,-0.015337224118411541,-0.1056906059384346,-0.11808411777019501
37,0.11865726858377457,0.034654904156923294,0.0871131643652916,-0.07297000288963318
38,0.10787784308195114,0.1174335926771164,0.07200130820274353,0.08426810055971146
39,-0.09644468873739243,-0.06093829497694969,0.017687631770968437,-0.029397305101156235
40,-0.049965012818574905,0.013473072089254856,0.09489987790584564,0.033991772681474686
41,-0.11501721292734146,-0.036334078758955,0.07870861887931824,-0.07584482431411743
42,0.004838143941015005,0.09640121459960938,-0.07039007544517517,0.11271683126688004
43,-0.01717096008360386,0.07742800563573837,-0.06415703147649765,0.0478404276072979
44,-0.051557525992393494,0.09426037222146988,0.04712386429309845,0.07146437466144562
45,-0.07610322535037994,0.11687832325696945,0.07174559682607651,-0.07197161763906479
46,-0.014666536822915077,0.10966896265745163,-0.039095692336559296,-0.00029620510758832097
47,-0.013100245036184788,0.045620836317539215,0.05774417147040367,0.04749227315187454
48,-0.05879950895905495,0.1129373088479042,-0.12108822911977768,0.05993247032165527
49,-0.07688631117343903,-0.003121038665995002,0.07349375635385513,-0.06324577331542969
50,0.050348538905382156,-0.0030878293327987194,-0.06389854848384857,0.10872619599103928
51,-0.11021512001752853,-0.09776613861322403,-0.11271673440933228,-0.018635662272572517
52,-0.11964397877454758,0.07414261251688004,-0.12394487857818604,-0.07183389365673065
53,0.10553807020187378,-0.12126143276691437,0.05018347501754761,-0.11473137140274048
54,-0.023118752986192703,-0.012939453125,-0.10249458253383636,-0.12404873967170715
55,-0.03345872834324837,-0.06637413054704666,-0.11020751297473907,-0.011214744299650192
56,-0.059999722987413406,0.08419930189847946,0.008308855816721916,-0.09808175265789032
57,-0.04322858899831772,0.05461851507425308,0.026752401143312454,-0.10810016840696335
58,0.06103808060288429,-0.03700121492147446,0.05133948102593422,0.10246478766202927
59,0.08229831606149673,-0.047305747866630554,0.07367118448019028,0.023963896557688713
60,-0.1093326061964035,-0.02610272355377674,0.0870746597647667,0.007389736827462912
61,0.015425973571836948,-0.07503227889537811,-0.026727790012955666,-0.023555392399430275
62,0.09054870903491974,-0.05467050522565842,-0.08270254731178284,-0.12288448214530945
63,0.09514697641134262,-0.08748826384544373,-0.047010064125061035,-0.035917963832616806
64,0.03804929926991463,0.10522494465112686,0.07589373737573624,-0.09776779264211655
65,-0.018884658813476562,0.0027263457886874676,-0.0980508103966713,0.0650816336274147
66,0.12161640077829361,0.06651581823825836,-0.007271654903888702,0.019169162958860397
67,-0.10351735353469849,-0.052757930010557175,-0.12150194495916367,-0.11768178641796112
68,-0.06463327258825302,0.061421241611242294,-0.02951437421143055,0.11445058882236481
69,0.12446743249893188,0.06049492210149765,-0.09276396036148071,-0.001474205870181322
70,-0.0923197865486145,-0.046834733337163925,0.1034042164683342,-0.0808798149228096
71,-0.09796357899904251,-0.10912344604730606,0.09520837664604187,-0.060902148485183716
72,-0.015591519884765148,-0.07786471396684647,-0.0016808686777949333,0.1023050919175148
73,0.026784580200910568,0.12712562084197998,0.05791308358311653,0.04732081666588783
74,-0.009035938419401646,0.010336517356336117,0.11786887049674988,-0.08871569484472275
75,-0.07506442815065384,-0.046946655958890915,-0.08104565739631653,0.04864450544118881
76,0.07708048075437546,0.07601433247327805,-0.04106954485177994,0.07032420486211777
77,-0.006732775829732418,0.10334108769893646,-0.09503068774938583,-0.12144719809293747
78,-0.03431716561317444,0.10454341024160385,0.07100821286439896,0.03572818264365196
79,0.09206146746873856,-0.03444467484951019,0.03125924617052078,-0.05140252783894539
80,0.06281642615795135,0.03666923940181732,0.08751193434000015,0.07256021350622177
81,0.04508670046925545,0.10667598247528076,0.11364049464464188,-0.029998546466231346
82,0.12110617011785507,-0.10272642225027084,0.07387901097536087,-0.055301062762737274
83,-0.06379590928554535,-0.0813586637377739,0.09755071252584457,0.05550553277134895
84,-0.06465437263250351,0.07511048763990402,-0.04312479496002197,-0.09250771254301071
85,-0.09366945922374725,0.037512846291065216,0.11255430430173874,0.08614399284124374
86,0.03358246013522148,0.06313309073448181,0.11066482961177826,0.020712150260806084
87,-0.10723836719989777,0.01631317473948002,0.030631406232714653,-0.06656762957572937
88,0.0841301903128624,0.11836936324834824,-0.05975554138422012,0.09492211788892746
89,0.11598628759384155,0.0397954098880291,0.038135964423418045,-0.01444149948656559
90,-0.0424158051609993,0.05689997225999832,-0.008611999452114105,0.09341879189014435
91,-0.01602206379175186,0.11058904975652695,0.11241378635168076,0.08906093239784241
92,-0.08104992657899857,0.045762769877910614,-0.10611624270677567,0.05092180520296097
93,-0.030181532725691795,-0.020421762019395828,0.02107374370098114,0.07080139964818954
94,0.03385540843009949,0.06811314076185226,0.009278015233576298,0.09881222248077393
95,-0.08647400885820389,0.05447663366794586,0.05963513255119324,-0.03181518241763115
96,0.05187801644206047,0.05341388285160065,0.04655621573328972,-0.1243966817855835
97,-0.07101540267467499,-0.04955846071243286,-0.09045054763555527,0.021732985973358154
